,id,charged_off
11180,12829,0
11181,38456,0
11182,19586,1
11183,49992,1
11184,22089,0
11185,43427,1
11186,52898,1
11187,42188,0
11188,35739,0
11189,27451,0
11190,13820,0
11191,34615,0
11192,55377,0
11193,10296,0
11194,11788,0
11195,48398,0
11196,24278,1
11197,56044,0
11198,49422,0
11199,32790,0
11200,47492,0
11201,27771,0
11202,23211,0
11203,45330,1
11204,46729,0
11205,53002,0
11206,56674,0
11207,47345,0
11208,46679,1
11209,13730,0
11210,29644,0
11211,42652,0
11212,36111,0
11213,29966,0
11214,23004,0
11215,19127,1
11216,49814,0
11217,51361,0
11218,22519,0
11219,51424,0
11220,42782,0
11221,22868,0
11222,54111,0
11223,18103,0
11224,21279,1
11225,23022,0
11226,24889,0
11227,48986,0
11228,17235,0
11229,35994,0
11230,54323,0
11231,27624,0
11232,26185,0
11233,34067,0
11234,56120,0
11235,47005,0
11236,15515,0
11237,21815,0
11238,12149,0
11239,23703,0
11240,49803,0
11241,11883,0
11242,42674,0
11243,40450,0
11244,24783,1
11245,43622,0
11246,50946,0
11247,54036,0
11248,43979,0
11249,36132,0
11250,41669,1
11251,32771,0
11252,24460,0
11253,14259,0
11254,32502,0
11255,42304,0
11256,55554,1
11257,41650,0
11258,47036,0
11259,32609,0
11260,44800,1
11261,34635,1
11262,19106,0
11263,11110,0
11264,46256,0
11265,22744,0
11266,56166,0
11267,17333,0
11268,12316,1
11269,37324,0
11270,41561,0
11271,22699,1
11272,56275,0
11273,14461,0
11274,56669,0
11275,45170,0
11276,21152,0
11277,40888,0
11278,53393,0
11279,35805,1
11280,15807,1
11281,39148,1
11282,23428,0
11283,16478,0
11284,43670,0
11285,29663,0
11286,27096,0
11287,41049,1
11288,47603,0
11289,23588,0
11290,32384,0
11291,56287,1
11292,33536,0
11293,37807,0
11294,42996,0
11295,34918,1
11296,16172,0
11297,54870,0
11298,52777,0
11299,19459,0
11300,18869,0
11301,15399,0
11302,38568,0
11303,19427,0
11304,24467,0
11305,17480,1
11306,14363,0
11307,53358,0
11308,32919,0
11309,49069,0
11310,36828,0
11311,23109,0
11312,22886,0
11313,56602,0
11314,30826,0
11315,47989,0
11316,18430,1
11317,30013,0
11318,44786,0
11319,54327,0
11320,53225,1
11321,17785,0
11322,21784,0
11323,17372,0
11324,30492,0
11325,10740,0
11326,46635,0
11327,29101,0
11328,22646,0
11329,22604,1
11330,24167,0
11331,38327,0
11332,53176,0
11333,36295,0
11334,56734,0
11335,44735,1
11336,24018,0
11337,45405,1
11338,33315,0
11339,44188,0
11340,21513,0
11341,26030,0
11342,26349,0
11343,54563,0
11344,50417,0
11345,18936,0
11346,38417,0
11347,55148,0
11348,47650,0
11349,39250,0
11350,40204,0
11351,31714,0
11352,13841,0
11353,49141,0
11354,55208,0
11355,39156,0
11356,39757,0
11357,31028,0
11358,31346,0
11359,36356,1
11360,26842,1
11361,28815,0
11362,47193,0
11363,57163,0
11364,37903,0
11365,28986,0
11366,55263,0
11367,26265,0
11368,10917,1
11369,54718,0
11370,17338,0
11371,12198,1
11372,40884,0
11373,53033,0
11374,45559,0
11375,35329,0
11376,19356,0
11377,35754,0
11378,45217,0
11379,30871,1
11380,31652,1
11381,35582,0
11382,12710,0
11383,27098,0
11384,43258,0
11385,30046,0
11386,26990,0
11387,42650,0
11388,12150,0
11389,46155,0
11390,45721,0
11391,42338,0
11392,31697,1
11393,31008,0
11394,52886,0
11395,48269,0
11396,49871,0
11397,45888,0
11398,23902,0
11399,50132,0
11400,35679,1
11401,22304,1
11402,46352,0
11403,29991,0
11404,54436,0
11405,20279,1
11406,50436,0
11407,15908,0
11408,31809,0
11409,45341,1
11410,33531,0
11411,36753,0
11412,39350,0
11413,47922,0
11414,38822,0
11415,25756,0
11416,40112,0
11417,37694,0
11418,36216,1
11419,41629,0
11420,34535,0
11421,21811,0
11422,30098,1
11423,32924,1
11424,10163,0
11425,15708,0
11426,19069,0
11427,50784,0
11428,18536,0
11429,51890,0
11430,41820,0
11431,11373,0
11432,39612,1
11433,53580,1
11434,40901,1
11435,41017,1
11436,22648,0
11437,42209,0
11438,15673,0
11439,27135,0
11440,27338,0
11441,47022,0
11442,12110,0
11443,40120,0
11444,31482,0
11445,46532,0
11446,42242,0
11447,55483,0
11448,56593,1
11449,26197,0
11450,44817,0
11451,39794,0
11452,28803,0
11453,51287,0
11454,11546,0
11455,10432,0
11456,20768,1
11457,16467,0
11458,55620,0
11459,40671,0
11460,44736,0
11461,22802,0
11462,40751,0
11463,33500,0
11464,53560,0
11465,34471,1
11466,42194,1
11467,49045,0
11468,43825,1
11469,54733,0
11470,53817,0
11471,46424,0
11472,20120,0
11473,10093,0
11474,31101,0
11475,13250,0
11476,44054,0
11477,40572,1
11478,21439,1
11479,11297,0
11480,49296,0
11481,49753,0
11482,56434,0
11483,27965,1
11484,23446,0
11485,12034,0
11486,15503,0
11487,43782,0
11488,36162,0
11489,10095,0
11490,20524,0
11491,38147,1
11492,10468,1
11493,51603,0
11494,44919,0
11495,19916,0
11496,48031,0
11497,45733,1
11498,24145,0
11499,42533,0
11500,15177,0
11501,36089,0
11502,53411,0
11503,51506,0
11504,46467,0
11505,28171,0
11506,49969,1
11507,56364,1
11508,54554,0
11509,22531,0
11510,53356,0
11511,18923,0
11512,43877,0
11513,30582,0
11514,34053,0
11515,23024,1
11516,47861,0
11517,31046,0
11518,13072,0
11519,19453,0
11520,25900,0
11521,12995,0
11522,14039,0
11523,53192,0
11524,41060,1
11525,16048,0
11526,54929,0
11527,15834,0
11528,26143,0
11529,27187,1
11530,23787,0
11531,30268,0
11532,52542,0
11533,16340,0
11534,12656,1
11535,31211,0
11536,34839,0
11537,18783,0
11538,29183,0
11539,46167,0
11540,51770,0
11541,46409,0
11542,22174,0
11543,33103,0
11544,14463,0
11545,36756,0
11546,56588,1
11547,30444,0
11548,16181,0
11549,45774,1
11550,42594,0
11551,19820,0
11552,48077,0
11553,29050,0
11554,50915,0
11555,11372,1
11556,56590,0
11557,16225,0
11558,22779,0
11559,54602,0
11560,38377,1
11561,23466,0
11562,32998,1
11563,43184,0
11564,21383,0
11565,14389,0
11566,23277,1
11567,46683,0
11568,45771,1
11569,25345,0
11570,50069,0
11571,45002,0
11572,27163,0
11573,16633,0
11574,20370,0
11575,35155,0
11576,22478,0
11577,16725,0
11578,42588,1
11579,25911,0
11580,22924,0
11581,15001,1
11582,53181,1
11583,13554,0
11584,11413,0
11585,29265,1
11586,36515,0
11587,13830,0
11588,20189,0
11589,39365,1
11590,17359,0
11591,22674,0
11592,24525,1
11593,29957,0
11594,25131,0
11595,39105,0
11596,55544,0
11597,56597,0
11598,50170,0
11599,44948,1
11600,28410,0
11601,56413,0
11602,12954,0
11603,43534,0
11604,45932,0
11605,47956,0
11606,53084,0
11607,31575,0
11608,46367,0
11609,42375,0
11610,32083,0
11611,16272,0
11612,24059,0
11613,24050,0
11614,12395,0
11615,54841,1
11616,30061,0
11617,31079,0
11618,46996,0
11619,31167,1
11620,23603,0
11621,56711,0
11622,29400,0
11623,33608,0
11624,19915,0
11625,37770,0
11626,21683,0
11627,15089,1
11628,14423,0
11629,39653,0
11630,26157,0
11631,51072,0
11632,47555,0
11633,23381,0
11634,40896,0
11635,49456,0
11636,24113,0
11637,22968,0
11638,38205,0
11639,56804,0
11640,24665,0
11641,19890,0
11642,12020,0
11643,17718,0
11644,45688,0
11645,26230,0
11646,25363,0
11647,54161,0
11648,54734,0
11649,53953,0
11650,30189,0
11651,28140,0
11652,43027,0
11653,33184,0
11654,43539,1
11655,18457,0
11656,21896,0
11657,34712,0
11658,39881,0
11659,11583,1
11660,35451,0
11661,48816,0
11662,42975,0
11663,43058,0
11664,31122,0
11665,47442,0
11666,50597,0
11667,14419,1
11668,10716,0
11669,15437,0
11670,14788,0
11671,18756,0
11672,57177,0
11673,45016,0
11674,34263,0
11675,23643,0
11676,29294,0
11677,20555,0
11678,44419,1
11679,29472,0
11680,12416,0
11681,50963,0
11682,47267,0
11683,17196,0
11684,42989,0
11685,12602,0
11686,33246,0
11687,22550,0
11688,33507,0
11689,46936,0
11690,43858,0
11691,49835,0
11692,25596,0
11693,44566,0
11694,52977,1
11695,40882,0
11696,49522,0
11697,33657,0
11698,41197,0
11699,35414,0
11700,33275,0
11701,46907,0
11702,24616,0
11703,29152,0
11704,41216,0
11705,13655,0
11706,54359,0
11707,20257,1
11708,10378,0
11709,52371,0
11710,36951,0
11711,20306,0
11712,47255,0
11713,13505,0
11714,45368,0
11715,48041,1
11716,56630,0
11717,39614,0
11718,43609,0
11719,41877,0
11720,55435,0
11721,25819,0
11722,22345,0
11723,29079,0
11724,37797,1
11725,32373,0
11726,44935,0
11727,22981,0
11728,36563,0
11729,14825,0
11730,42583,0
11731,26839,0
11732,57159,0
11733,41389,0
11734,48959,0
11735,15016,1
11736,41603,0
11737,16383,1
11738,54141,0
11739,35285,0
11740,52007,0
11741,14229,0
11742,10394,0
11743,19936,0
11744,43526,0
11745,22957,0
11746,17959,0
11747,52490,0
11748,40801,0
11749,14391,0
11750,57057,0
11751,44695,0
11752,19178,0
11753,56755,0
11754,19209,0
11755,46686,0
11756,47243,0
11757,24930,0
11758,18732,1
11759,52055,0
11760,41486,0
11761,44903,0
11762,31758,0
11763,20340,1
11764,27013,0
11765,26843,1
11766,42509,0
11767,16400,0
11768,24219,1
11769,26779,0
11770,10205,0
11771,12115,0
11772,10567,0
11773,28693,0
11774,36523,1
11775,45135,1
11776,48071,1
11777,27862,1
11778,24530,0
11779,19399,1
11780,34884,0
11781,33136,0
11782,19199,0
11783,36090,0
11784,47659,0
11785,56065,1
11786,32414,0
11787,11421,0
11788,39246,0
11789,36040,0
11790,19975,0
11791,36077,0
11792,49328,0
11793,18239,0
11794,10199,0
11795,56503,0
11796,42857,0
11797,13027,0
11798,16584,0
11799,20156,0
11800,10515,0
11801,17068,0
11802,42066,0
11803,30869,0
11804,51538,0
11805,36072,0
11806,47459,0
11807,43785,0
11808,52038,0
11809,13258,0
11810,42927,0
11811,46169,0
11812,11317,0
11813,12698,0
11814,46833,0
11815,48768,0
11816,29756,0
11817,54210,0
11818,34390,1
11819,33604,1
11820,54082,0
11821,49437,0
11822,25609,0
11823,48883,0
11824,55739,0
11825,53551,0
11826,43608,0
11827,29927,0
11828,11919,0
11829,56606,0
11830,50087,0
11831,54773,0
11832,19678,0
11833,24399,0
11834,17385,0
11835,21336,0
11836,34659,0
11837,23882,0
11838,54267,0
11839,44085,0
11840,44560,0
11841,38162,1
11842,23376,0
11843,24779,0
11844,49884,0
11845,14520,1
11846,18906,0
11847,19720,0
11848,19471,0
11849,32801,0
11850,53153,0
11851,33828,0
11852,42392,0
11853,26040,0
11854,52656,0
11855,51037,0
11856,45499,0
11857,38640,0
11858,45958,0
11859,44394,1
11860,51535,0
11861,17875,0
11862,18905,0
11863,40523,0
11864,42340,0
11865,43538,0
11866,11519,0
11867,30931,0
11868,13065,0
11869,29574,0
11870,34777,0
11871,27482,0
11872,51589,0
11873,50817,1
11874,22822,0
11875,19988,0
11876,27357,0
11877,11225,0
11878,54624,1
11879,39088,0
11880,17271,1
11881,49325,0
11882,38215,0
11883,13282,0
11884,36977,0
11885,31217,0
11886,25809,0
11887,49543,0
11888,21748,0
11889,37369,0
11890,29295,0
11891,10574,0
11892,12573,0
11893,25182,0
11894,27982,0
11895,17701,0
11896,36113,0
11897,45999,0
11898,47354,0
11899,56175,1
11900,18926,0
11901,31289,0
11902,56920,0
11903,35404,0
11904,49500,0
11905,23797,0
11906,18346,0
11907,40930,0
11908,24562,0
11909,50500,1
11910,35359,0
11911,25977,0
11912,17861,0
11913,16201,0
11914,51139,0
11915,33855,0
11916,47462,0
11917,20446,0
11918,55545,0
11919,45656,0
11920,28747,0
11921,54873,1
11922,31877,0
11923,52836,1
11924,47779,0
11925,13348,0
11926,49156,0
11927,54785,0
11928,15084,0
11929,26423,0
11930,38401,0
11931,49044,0
11932,54978,0
11933,15480,0
11934,49628,0
11935,18172,0
11936,40533,0
11937,35638,0
11938,57096,0
11939,50653,1
11940,41901,0
11941,52143,0
11942,51358,0
11943,47803,0
11944,41235,0
11945,42901,0
11946,31252,0
11947,21120,0
11948,40660,0
11949,16099,0
11950,35767,0
11951,52049,0
11952,16640,1
11953,54825,0
11954,13138,0
11955,55033,0
11956,43020,0
11957,16378,0
11958,49449,0
11959,20877,0
11960,45073,0
11961,53667,0
11962,20014,0
11963,56724,0
11964,38594,1
11965,49484,1
11966,40058,0
11967,35568,0
11968,36878,0
11969,52731,0
11970,56591,0
11971,26628,0
11972,26177,0
11973,18740,0
11974,34046,1
11975,34420,0
11976,21802,0
11977,56714,1
11978,53266,0
11979,11566,1
11980,23050,0
11981,34213,0
11982,16278,0
11983,22433,0
11984,11875,0
11985,39370,0
11986,54824,0
11987,21880,0
11988,41300,0
11989,23156,0
11990,41651,0
11991,18968,0
11992,46410,0
11993,45429,0
11994,39108,0
11995,12788,0
11996,21573,0
11997,34791,1
11998,38168,0
11999,54814,0
12000,34270,0
12001,20129,1
12002,15740,0
12003,33451,0
12004,49025,1
12005,31011,0
12006,13158,0
12007,56406,0
12008,50416,0
12009,18255,0
12010,50673,0
12011,11951,0
12012,42567,0
12013,33544,0
12014,53731,0
12015,12702,0
12016,48266,0
12017,37298,0
12018,11457,0
12019,22209,1
12020,51775,1
12021,39049,1
12022,23954,1
12023,35895,0
12024,33237,0
12025,52901,0
12026,36777,0
12027,41523,0
12028,19336,0
12029,14728,0
12030,13972,0
12031,56783,0
12032,34465,0
12033,34725,0
12034,26156,0
12035,43927,0
12036,40652,0
12037,38739,0
12038,40230,0
12039,23680,0
12040,12744,0
12041,31136,1
12042,16631,0
12043,28743,0
12044,56078,0
12045,30551,0
12046,56959,0
12047,25872,0
12048,33008,0
12049,30282,0
12050,51782,0
12051,24130,0
12052,10868,0
12053,41223,0
12054,53017,0
12055,37258,0
12056,27986,0
12057,19368,0
12058,35246,0
12059,21254,0
12060,32599,0
12061,12530,0
12062,55732,0
12063,43762,0
12064,50099,0
12065,41568,1
12066,53302,0
12067,15371,0
12068,14351,0
12069,42089,0
12070,48256,1
12071,34043,1
12072,55464,0
12073,23699,0
12074,30241,0
12075,40579,0
12076,18625,0
12077,39332,0
12078,41102,0
12079,42796,0
12080,19321,0
12081,54726,1
12082,29531,0
12083,40095,1
12084,26622,0
12085,39808,0
12086,29629,0
12087,42070,0
12088,17238,0
12089,40426,0
12090,25938,0
12091,40385,0
12092,44229,0
12093,25831,0
12094,56218,0
12095,35319,0
12096,51805,0
12097,26008,0
12098,56461,0
12099,13742,0
12100,13157,0
12101,23309,0
12102,26945,0
12103,10848,0
12104,27175,0
12105,51136,0
12106,30086,0
12107,37809,0
12108,52426,0
12109,56774,0
12110,37517,0
12111,54012,0
12112,17579,0
12113,22029,0
12114,18777,0
12115,54335,0
12116,23499,0
12117,11654,0
12118,40246,0
12119,46999,0
12120,27596,0
12121,53854,0
12122,20325,0
12123,11426,0
12124,39647,0
12125,27539,0
12126,36463,0
12127,53471,1
12128,52209,1
12129,22900,0
12130,17039,0
12131,41289,0
12132,32458,0
12133,25685,0
12134,35004,0
12135,17872,1
12136,42266,0
12137,10194,0
12138,37100,0
12139,35397,0
12140,12039,0
12141,15557,0
12142,44092,0
12143,54246,0
12144,19473,0
12145,11316,0
12146,13663,0
12147,34676,0
12148,13332,1
12149,43075,0
12150,51091,0
12151,49219,0
12152,36741,0
12153,50835,0
12154,49966,0
12155,14542,1
12156,35210,0
12157,45325,0
12158,38452,0
12159,18450,0
12160,32252,0
12161,31701,0
12162,48882,1
12163,28975,0
12164,52353,1
12165,55817,0
12166,23719,0
12167,49710,0
12168,44184,1
12169,52628,0
12170,29477,0
12171,28921,0
12172,40434,0
12173,42611,0
12174,47458,1
12175,20438,0
12176,49589,0
12177,22353,1
12178,34093,0
12179,19846,0
12180,46234,0
12181,42749,0
12182,39327,0
12183,17528,0
12184,14758,0
12185,46581,1
12186,36420,0
12187,24136,0
12188,44367,0
12189,13119,0
12190,33100,0
12191,22218,1
12192,52706,0
12193,53819,0
12194,51699,0
12195,44782,0
12196,21318,0
12197,20164,0
12198,32900,1
12199,37126,0
12200,36119,0
12201,44751,1
12202,22078,1
12203,46380,0
12204,55635,0
12205,25437,0
12206,18803,0
12207,36197,0
12208,12926,0
12209,11488,0
12210,34990,0
12211,27193,0
12212,42740,0
12213,40137,0
12214,10298,0
12215,42413,0
12216,55589,0
12217,25999,0
12218,24760,0
12219,11760,0
12220,46320,0
12221,50801,0
12222,35687,0
12223,56706,0
12224,54565,0
12225,28098,1
12226,25837,1
12227,37161,0
12228,27866,0
12229,44596,0
12230,45457,0
12231,15783,1
12232,50225,0
12233,55030,1
12234,52676,1
12235,47357,0
12236,24489,0
12237,14294,0
12238,35300,1
12239,27838,0
12240,42955,0
12241,13696,0
12242,40040,0
12243,30483,1
12244,25946,0
12245,21523,0
12246,28031,1
12247,42449,1
12248,32211,0
12249,41278,0
12250,18082,0
12251,50111,0
12252,53055,0
12253,44472,0
12254,25489,1
12255,32671,0
12256,40432,0
12257,33846,0
12258,14687,1
12259,32118,0
12260,13934,0
12261,33637,0
12262,22420,1
12263,18280,0
12264,55375,0
12265,45028,0
12266,16809,1
12267,51911,0
12268,41310,0
12269,39078,0
12270,29117,0
12271,39195,0
12272,22683,0
12273,44293,0
12274,41541,0
12275,45266,0
12276,26608,0
12277,54092,0
12278,55503,0
12279,49187,0
12280,35461,0
12281,32874,0
12282,45711,0
12283,34423,0
12284,41515,0
12285,24148,0
12286,31952,0
12287,52068,0
12288,46450,0
12289,24831,1
12290,30458,0
12291,11205,0
12292,25586,0
12293,52989,0
12294,10334,0
12295,25652,0
12296,23778,0
12297,31184,0
12298,21266,0
12299,10961,0
12300,16490,0
12301,39469,1
12302,29055,0
12303,34276,0
12304,46526,0
12305,39681,0
12306,40296,0
12307,40722,0
12308,19978,1
12309,23480,1
12310,17296,0
12311,46668,1
12312,40073,0
12313,55700,1
12314,22979,0
12315,49070,0
12316,54338,0
12317,13869,0
12318,23553,0
12319,47762,0
12320,31846,0
12321,11471,0
12322,17542,0
12323,14158,0
12324,26607,0
12325,31555,0
12326,22425,0
12327,29222,1
12328,37537,0
12329,15522,1
12330,14309,0
12331,49453,0
12332,33330,0
12333,45643,0
12334,16382,0
12335,42524,0
12336,33276,1
12337,54057,0
12338,25649,0
12339,47504,0
12340,28404,0
12341,28168,1
12342,40520,0
12343,32799,0
12344,38615,1
12345,33591,1
12346,38796,1
12347,25332,0
12348,40469,0
12349,27782,1
12350,34848,0
12351,20383,0
12352,38691,1
12353,36849,0
12354,13797,0
12355,41147,0
12356,42759,1
12357,41840,0
12358,20622,1
12359,39993,0
12360,23095,1
12361,23522,1
12362,29113,0
12363,36032,0
12364,45220,0
12365,45295,0
12366,16343,0
12367,33783,1
12368,32860,0
12369,37088,0
12370,30230,0
12371,31502,1
12372,36327,0
12373,21463,1
12374,29375,0
12375,49085,1
12376,33882,0
12377,18167,0
12378,37049,0
12379,42045,0
12380,26096,0
12381,51063,0
12382,37156,0
12383,44837,0
12384,21347,0
12385,20586,0
12386,51117,0
12387,49840,1
12388,22466,0
12389,51923,0
12390,18653,0
12391,38883,0
12392,16331,0
12393,36228,1
12394,38198,0
12395,35842,0
12396,17463,0
12397,28294,0
12398,24060,0
12399,45933,0
12400,41203,0
12401,36149,0
12402,25981,0
12403,39661,0
12404,25050,0
12405,20159,0
12406,33445,0
12407,44936,1
12408,44114,0
12409,25152,0
12410,25109,0
12411,36565,0
12412,28409,0
12413,30509,0
12414,36715,0
12415,38320,0
12416,40745,0
12417,47440,0
12418,12059,0
12419,47678,0
12420,14328,1
12421,22411,0
12422,15284,0
12423,56284,1
12424,12638,0
12425,21690,0
12426,47441,0
12427,24201,0
12428,30102,0
12429,13501,0
12430,12988,0
12431,12797,0
12432,20117,0
12433,50027,1
12434,33644,0
12435,24535,1
12436,39486,0
12437,38222,0
12438,19508,0
12439,54083,0
12440,27666,0
12441,12853,0
12442,13100,0
12443,27970,0
12444,41508,1
12445,23760,0
12446,34267,0
12447,18646,0
12448,43025,0
12449,53487,0
12450,23415,1
12451,39185,1
12452,45048,0
12453,26712,0
12454,30122,0
12455,23851,1
12456,25983,0
12457,14278,0
12458,27668,0
12459,20193,0
12460,49937,0
12461,15481,0
12462,52767,0
12463,26226,0
12464,15806,1
12465,37841,0
12466,31597,1
12467,18034,0
12468,36535,0
12469,42708,1
12470,29333,0
12471,51098,0
12472,43751,1
12473,16669,0
12474,47161,0
12475,13573,0
12476,21722,0
12477,13391,0
12478,47710,0
12479,17511,0
12480,38394,1
12481,51514,0
12482,48078,0
12483,50579,0
12484,35692,1
12485,36688,0
12486,25564,0
12487,33456,0
12488,35818,0
12489,33627,0
12490,37017,0
12491,54039,0
12492,32882,0
12493,37004,0
12494,38913,0
12495,43770,0
12496,12659,0
12497,44699,0
12498,54435,0
12499,26694,0
12500,12806,0
12501,55960,1
12502,43037,0
12503,33159,0
12504,27587,0
12505,45848,0
12506,11513,0
12507,47640,1
12508,33773,0
12509,50057,0
12510,36929,0
12511,55530,0
12512,33610,0
12513,39556,0
12514,33404,0
12515,47842,0
12516,25196,0
12517,50842,0
12518,24628,1
12519,14587,1
12520,26605,0
12521,27536,0
12522,42866,0
12523,50252,0
12524,20984,0
12525,13950,0
12526,44454,0
12527,14568,0
12528,11161,0
12529,16879,0
12530,52059,0
12531,12580,0
12532,55444,0
12533,40756,0
12534,29187,0
12535,20402,0
12536,37502,0
12537,17656,0
12538,48981,1
12539,38565,1
12540,33578,0
12541,28346,0
12542,42845,1
12543,53972,0
12544,49933,0
12545,24965,1
12546,49224,1
12547,21039,0
12548,50803,0
12549,22338,0
12550,35583,0
12551,39899,0
12552,28407,0
12553,41454,0
12554,19075,0
12555,56157,0
12556,55583,0
12557,52803,1
12558,33308,0
12559,44160,0
12560,56469,0
12561,36873,0
12562,22747,0
12563,41375,0
12564,28065,0
12565,23423,0
12566,56369,0
12567,45984,0
12568,23112,0
12569,35509,0
12570,27264,0
12571,13349,0
12572,24598,0
12573,34908,0
12574,12031,0
12575,41619,1
12576,52640,0
12577,44220,0
12578,28088,0
12579,37792,0
12580,24103,1
12581,29063,0
12582,20417,1
12583,48448,1
12584,37952,1
12585,29707,0
12586,35722,0
12587,46323,0
12588,16905,0
12589,55109,0
12590,55971,0
12591,20641,1
12592,10970,0
12593,35542,0
12594,29907,0
12595,17520,0
12596,32673,0
12597,16143,1
12598,38932,0
12599,21030,0
12600,19741,0
12601,42164,0
12602,53783,0
12603,51794,0
12604,49573,1
12605,55688,0
12606,45959,0
12607,12655,0
12608,17339,0
12609,15836,0
12610,39074,0
12611,33588,1
12612,12708,1
12613,32866,0
12614,55967,0
12615,19110,0
12616,32711,1
12617,20533,0
12618,16831,0
12619,11502,1
12620,24703,0
12621,32176,0
12622,38701,0
12623,42982,0
12624,31171,0
12625,43360,0
12626,24175,0
12627,51825,0
12628,33068,0
12629,19616,0
12630,50156,0
12631,29343,0
12632,35119,0
12633,25413,0
12634,45155,0
12635,14992,0
12636,53686,0
12637,11907,0
12638,40074,0
12639,29557,0
12640,56059,0
12641,40317,0
12642,23287,0
12643,44835,0
12644,28122,0
12645,38606,0
12646,43556,0
12647,34862,0
12648,39782,0
12649,15237,0
12650,34604,1
12651,48647,0
12652,55218,0
12653,53871,0
12654,42453,0
12655,21588,1
12656,41913,0
12657,53590,0
12658,51475,0
12659,50723,0
12660,56187,0
12661,17086,0
12662,50721,0
12663,10733,0
12664,57064,0
12665,42199,0
12666,13152,1
12667,23373,0
12668,33454,0
12669,34435,0
12670,29255,0
12671,37574,0
12672,40162,1
12673,56666,1
12674,35448,0
12675,51886,0
12676,27384,0
12677,36634,0
12678,21436,0
12679,26621,0
12680,39769,0
12681,39711,0
12682,26720,0
12683,34350,0
12684,40687,0
12685,19960,0
12686,27404,0
12687,33671,0
12688,44990,0
12689,34537,0
12690,24249,0
12691,44559,0
12692,34131,0
12693,27954,0
12694,47732,0
12695,45913,0
12696,31317,1
12697,48848,0
12698,32081,1
12699,18188,0
12700,39926,0
12701,26762,0
12702,16203,0
12703,27371,0
12704,32409,0
12705,21157,1
12706,24016,0
12707,36990,0
12708,48363,0
12709,18124,0
12710,44602,0
12711,27777,0
12712,12336,0
12713,29354,0
12714,11838,0
12715,53159,0
12716,27832,0
12717,28638,0
12718,51213,0
12719,27914,0
12720,12709,1
12721,28565,0
12722,28652,0
12723,33502,0
12724,23115,1
12725,11833,0
12726,34906,0
12727,36460,0
12728,10250,0
12729,21460,0
12730,23695,0
12731,38276,0
12732,22732,1
12733,20817,0
12734,41002,1
12735,16573,0
12736,57136,0
12737,54189,0
12738,43366,0
12739,21666,0
12740,29566,0
12741,26780,0
12742,32615,0
12743,49178,0
12744,18796,0
12745,56942,1
12746,38254,0
12747,40195,0
12748,54127,0
12749,34805,0
12750,18315,0
12751,18170,0
12752,29639,0
12753,27414,0
12754,48995,0
12755,28302,0
12756,31099,0
12757,48894,0
12758,43503,0
12759,21072,0
12760,32859,0
12761,18420,0
12762,16952,0
12763,54072,0
12764,57162,0
12765,49295,0
12766,47182,0
12767,10556,0
12768,25973,0
12769,15672,0
12770,33854,0
12771,46559,0
12772,22459,0
12773,12396,0
12774,13197,1
12775,37513,0
12776,21265,0
12777,56707,0
12778,16867,0
12779,25520,0
12780,31929,0
12781,56548,1
12782,51544,1
12783,36800,0
12784,34968,0
12785,14735,0
12786,40463,1
12787,35683,0
12788,13857,1
12789,26752,1
12790,56036,0
12791,12473,0
12792,22491,0
12793,12627,0
12794,30252,0
12795,37714,1
12796,20760,0
12797,50911,0
12798,20958,0
12799,15366,0
12800,47930,0
12801,47557,0
12802,35858,0
12803,26895,0
12804,23860,0
12805,10135,0
12806,36363,0
12807,23358,0
12808,47952,0
12809,22859,0
12810,47620,0
12811,26498,0
12812,10606,0
12813,44737,0
12814,52662,0
12815,43889,0
12816,51194,0
12817,43210,0
12818,40872,0
12819,55107,0
12820,46202,0
12821,25684,0
12822,37231,0
12823,39025,0
12824,42666,0
12825,15275,0
12826,16065,0
12827,52357,0
12828,17075,0
12829,38047,0
12830,14138,0
12831,36211,0
12832,16247,1
12833,25241,0
12834,47764,1
12835,41131,0
12836,29003,0
12837,17891,1
12838,28608,0
12839,24955,1
12840,52864,0
12841,41856,1
12842,51989,0
12843,25226,0
12844,24580,0
12845,25904,0
12846,19878,0
12847,38294,1
12848,21505,0
12849,51555,0
12850,16728,0
12851,20657,0
12852,33563,0
12853,32310,1
12854,14455,0
12855,51271,0
12856,53494,0
12857,17697,0
12858,15566,0
12859,45460,0
12860,41024,0
12861,11492,0
12862,57180,0
12863,20230,0
12864,26753,1
12865,15689,0
12866,16229,0
12867,37549,0
12868,29078,0
12869,50655,1
12870,32377,1
12871,40440,0
12872,23430,1
12873,20489,0
12874,55270,1
12875,39942,1
12876,10252,0
12877,17525,0
12878,12851,0
12879,48593,0
12880,14411,0
12881,13236,0
12882,51047,0
12883,27715,1
12884,15536,0
12885,13425,0
12886,22452,0
12887,20870,0
12888,14533,0
12889,42492,0
12890,34015,0
12891,46865,0
12892,12714,0
12893,17666,0
12894,34628,0
12895,30164,0
12896,14589,1
12897,10078,0
12898,20073,0
12899,16244,0
12900,23789,0
12901,28478,0
12902,15698,0
12903,46859,1
12904,35844,0
12905,25084,0
12906,27325,0
12907,44535,0
12908,38996,1
12909,40990,0
12910,25733,0
12911,13915,0
12912,47776,0
12913,41433,0
12914,51545,0
12915,47605,0
12916,43643,0
12917,25633,0
12918,12575,0
12919,12873,0
12920,44882,1
12921,42717,0
12922,33543,0
12923,45961,1
12924,27696,0
12925,35001,0
12926,41458,1
12927,25844,0
12928,53505,0
